MGI	HGNC
Gm25780	RN7SKP282
	UNC93A
Gm23352	RNU7-126P
Rabggtb	RABGGTB
Gm23552	RNU6-277P
Artn	ARTN
S100a9	S100A9
Kcnmb4	KCNMB4
Hus1b	HUS1B
Olfr424	OR6K3
Gm22717	RNU4-63P
Lmtk2	LMTK2
Gm5771	PRSS1
Gm5771	PRSS2
Rnu1b2	RNVU1-3
Rnu1b2	RNVU1-4
Olfr181	OR5K4
Cdc42se1	CDC42SE1
Zscan18	ZSCAN18
Rbl1	RBL1
Olfr308	OR6F1
Cul9	CUL9
Tbc1d9b	TBC1D9B
Frmd3	FRMD3
Mir142	MIR142
Gm23409	RN7SKP60
Dcaf17	DCAF17
Gcdh	GCDH
Arid5b	ARID5B
Ccdc85c	CCDC85C
Gm25493	RNU6-743P
Lca5l	LCA5L
Far2	FAR2
Olfr91	OR2H2
Sncb	SNCB
Gm26444	RNVU1-6
Gm26444	RNU1-13P
Gm26444	RNU1-30P
Snora19	SNORA19
Psg21	CEACAM21
Psg21	CEACAM4
Sfswap	SFSWAP
Gm23384	RNU6-1326P
Rps27rt	RPS27
Gm27396	RNU7-126P
Lhfpl5	LHFPL5
Gm14698	STYX
Gm25600	RNU6-534P
Snord12	SNORD12
Snord116l1	SNORD116-9
Snord116l1	SNORD116-7
Snord116l1	SNORD116-1
Snord116l1	SNORD116-4
Snord116l1	SNORD116-8
Snord116l1	SNORD116-2
Snord116l1	SNORD116-6
Snord116l1	SNORD116-5
Snord116l1	SNORD116-3
Bod1	BOD1L2
Slc27a3	SLC27A3
Mir448	MIR448
Fam163a	FAM163A
Gm22282	RN7SKP39
Gm23118	RNU2-7P
Rab40b	RAB40B
Sfr1	SFR1
Man2a1	MAN2A1
Sik1	SIK1B
Gm24299	SNORD5
Gm22294	RNU6-119P
Gm23344	SNORD18A
Hpd	HPD
Gm23483	RNU6-665P
E130308A19Rik	KIAA1958
Bdkrb1	BDKRB1
Cby1	CBY1
Gm24134	SNORD36A
Abcb10	ABCB10
Gm24608	SNORA58B
Gm22264	RNU6-271P
Rnu1b1	RNVU1-3
Rnu1b1	RNVU1-4
Slamf9	SLAMF9
Gm24799	SNORD115-15
Gm24799	SNORD115-14
Gm24799	SNORD115-6
Gm24799	SNORD115-32
Gm24799	SNORD115-38
Gm24799	SNORD115-39
Gm24799	SNORD115-30
Gm24799	SNORD115-34
Gm24799	SNORD115-42
Gm24799	SNORD115-24
Gm24799	SNORD115-8
Rab3gap1	RAB3GAP1
Plek2	PLEK2
Kcnh2	KCNH2
Tspan1	TSPAN1
Ly9	LY9
Gm25322	RNU6-702P
Lmbrd2	LMBRD2
Trim72	TRIM72
Trdc	TRDC
Gm23743	RN7SKP179
Gm23743	RN7SKP122
Vmn1r28	VN1R5
Nudc	NUDC
Phpt1	PHPT1
Zfp352	KLF18
Gm22834	SNORD115-15
Gm22834	SNORD115-14
Gm22834	SNORD115-6
Gm22834	SNORD115-32
Gm22834	SNORD115-38
Gm22834	SNORD115-39
Gm22834	SNORD115-30
Gm22834	SNORD115-34
Gm22834	SNORD115-42
Gm22834	SNORD115-24
Gm22834	SNORD115-8
Tpr	TPR
Mirlet7c-2	MIRLET7A3
Krtap27-1	KRTAP27-1
Mphosph9	MPHOSPH9
Bms1	BMS1
Prss57	PRSS57
Ighv9-1	IGHV7-81
Gm26285	RNU6-16P
Gm26027	RN7SKP145
Gm26027	RN7SKP159
Gm24206	SNORD115-15
Gm24206	SNORD115-14
Gm24206	SNORD115-6
Gm24206	SNORD115-32
Gm24206	SNORD115-38
Gm24206	SNORD115-39
Gm24206	SNORD115-30
Gm24206	SNORD115-34
Gm24206	SNORD115-42
Gm24206	SNORD115-24
Gm24206	SNORD115-8
Gm22975	RNU6-1013P
Gpr31b	GPR31
Ncstn	NCSTN
Gm24900	SNORA61
Hsd17b6	HSD17B6
Slc16a14	SLC16A14
Slc51a	SLC51A
Zswim4	ZSWIM4
Adgrd1	ADGRD1
Gm22787	RNU6-1261P
Prcc	PRCC
Sf3a3	SF3A3
Gm24381	RNU6-11P
Gm24381	RNU6-501P
Gm25843	RN7SKP251
Sdhaf3	SDHAF3
Gm22083	RNU6-1017P
Csl	CS
Otud3	OTUD3
Gm23444	RNU2-64P
Gm23444	RNU2-1
Gm25421	RNU1-33P
Gm24895	SNORD114-12
Dcst1	DCST1
Rabggta	RABGGTA
Gm24559	SNORA22
Gm24559	SNORA22B
Gm24559	SNORA22C
Blmh	BLMH
Dlx5	DLX5
Klf17	KLF17
Gm22988	SNORA48
Gm22988	SNORA48B
Gm25056	RNU7-126P
Gm49337	PIK3R3
Gm26498	SNORD115-15
Gm26498	SNORD115-14
Gm26498	SNORD115-6
Gm26498	SNORD115-32
Gm26498	SNORD115-38
Gm26498	SNORD115-39
Gm26498	SNORD115-30
Gm26498	SNORD115-34
Gm26498	SNORD115-42
Gm26498	SNORD115-24
Gm26498	SNORD115-8
Suox	SUOX
Gm24858	RN7SKP256
Zfp346	ZNF346
Gm23337	RNU6-440P
Vwa5b1	VWA5B1
Myo1e	MYO1E
Cdk2	CDK2
Snord55	SNORD55
Perp	PERP
Gm24491	RNU6-240P
Gm24491	RNU6-902P
Gm24491	RNU6-955P
Gm24491	RNU6-199P
1700008O03Rik	C19orf81
Egln1	EGLN1
Gm22849	RN7SKP14
Gm25189	RNU1-58P
Krtcap2	KRTCAP2
Pik3cd	PIK3CD
Bcl11b	BCL11B
Gm22866	RNU1-61P
Ildr2	ILDR2
Gpatch4	GPATCH4
Gm23563	RN7SL73P
Gm26265	SNORA50A
Tcl1b2	TCL1B
Mtx1	MTX1
Cabp2	CABP2
Gm26473	RNU6ATAC37P
Mr1	MR1
Gm26230	SNORD115-15
Gm26230	SNORD115-14
Gm26230	SNORD115-6
Gm26230	SNORD115-32
Gm26230	SNORD115-38
Gm26230	SNORD115-39
Gm26230	SNORD115-30
Gm26230	SNORD115-34
Gm26230	SNORD115-42
Gm26230	SNORD115-24
Gm26230	SNORD115-8
Zbtb37	ZBTB37
Qsox1	QSOX1
Gm26253	RNU6-1010P
Gm25793	RNU6-229P
Gm25793	RNU6-728P
Gm25793	RNU6-1162P
Gm25793	RNU6-131P
Gm25793	RNU6-1179P
Gm25793	RNU6-213P
Ighv9-2	IGHV7-81
Cd6	CD6
Ceacam13	CEACAM21
Ceacam13	CEACAM4
Gm23854	RNU6-442P
Gm22812	SNORD116-9
Gm22812	SNORD116-7
Gm22812	SNORD116-1
Gm22812	SNORD116-4
Gm22812	SNORD116-8
Gm22812	SNORD116-2
Gm22812	SNORD116-6
Gm22812	SNORD116-5
Gm22812	SNORD116-3
Eif2b5	EIF2B5
Fat1	FAT1
Dynlt1b	DYNLT1
Mir124a-2	MIR124-2
Tmem229b	TMEM229B
Rnf40	RNF40
Gpr182	GPR182
Gm27342	RNU6-399P
Gps1	GPS1
Gm23639	SNORA13
Trav21-dv12	TRAV26-2
Aldh8a1	ALDH8A1
Mapkap1	MAPKAP1
Krtap24-1	KRTAP24-1
Thpo	THPO
Fcrl1	FCRL1
Gm26334	SNORD115-15
Gm26334	SNORD115-14
Gm26334	SNORD115-6
Gm26334	SNORD115-32
Gm26334	SNORD115-38
Gm26334	SNORD115-39
Gm26334	SNORD115-30
Gm26334	SNORD115-34
Gm26334	SNORD115-42
Gm26334	SNORD115-24
Gm26334	SNORD115-8
Ppm1k	PPM1K
Olfr294	OR14A2
Obscn	OBSCN
Gm23475	RNU7-126P
Mtfr1	MTFR1
Gm26499	SNORD115-15
Gm26499	SNORD115-14
Gm26499	SNORD115-6
Gm26499	SNORD115-32
Gm26499	SNORD115-38
Gm26499	SNORD115-39
Gm26499	SNORD115-30
Gm26499	SNORD115-34
Gm26499	SNORD115-42
Gm26499	SNORD115-24
Gm26499	SNORD115-8
Snord49a	SNORD49A
Vmn1r30	VN1R5
Ino80d	INO80D
Psg20	CEACAM21
Psg20	CEACAM4
Olfr286	OR10AD1
Mir433	MIR433
Gm22296	RNU6-327P
Vmn1r45	VN1R5
Gm23103	RNU6-729P
Gm23103	RNU6-492P
Gm23103	RNU6-574P
Tmem69	TMEM69
Dnph1	DNPH1
Mir1949	SNORA74D
Tmem251	TMEM251
Ubr7	UBR7
Gm22352	RNU6-47P
St3gal6	ST3GAL6
Gm24145	RNU1-125P
Sowaha	SOWAHA
Gm26387	SNORA66
Kcnma1	KCNMA1
Gm26076	RNU6-951P
Cdh26	CDH26
Ccdc171	CCDC171
Zfp235	ZNF233
P2rx4	P2RX4
Tmem106a	TMEM106A
Gm26163	RNU105C
Trav14-3	TRAV23DV6
Gm25825	SCARNA4
Gm23166	RNU6-243P
Celf6	CELF6
Gm24989	SNORD86
Gm22868	RNU1-74P
Gm22868	RNU1-57P
Gm23474	SNORD113-4
Gm25890	RNVU1-3
Gm25890	RNVU1-4
Plaur	PLAUR
Psg28	CEACAM21
Psg28	CEACAM4
Degs2	DEGS2
Gm24901	RNU6-1228P
Gm24901	RNU6-935P
Zbtb43	ZBTB43
Setd1b	SETD1B
Gm26232	RNVU1-3
Gm26232	RNVU1-4
Nbr1	NBR1
Fam71e1	FAM71E1
Gm27956	RN7SL73P
Pkd2	PKD2
Akirin1	AKIRIN1
B3galnt2	B3GALNT2
Gm22130	SNORD115-15
Gm22130	SNORD115-14
Gm22130	SNORD115-6
Gm22130	SNORD115-32
Gm22130	SNORD115-38
Gm22130	SNORD115-39
Gm22130	SNORD115-30
Gm22130	SNORD115-34
Gm22130	SNORD115-42
Gm22130	SNORD115-24
Gm22130	SNORD115-8
Ankle2	ANKLE2
Afdn	AFDN
Golgb1	GOLGB1
Gm23038	RNU6-403P
Noc4l	NOC4L
Slc50a1	SLC50A1
Gm26287	SNORD11B
Rnf126	RNF126
Nlrp3	NLRP3
Chfr	CHFR
Zc3hav1l	ZC3HAV1L
Trmt1l	TRMT1L
Olfr275	OR13F1
Psmd9	PSMD9
Kcnn4	KCNN4
Abcf3	ABCF3
Ptgs2	PTGS2
Fndc9	FNDC9
Slc30a7	SLC30A7
2410131K14Rik	C12orf49
Efna3	EFNA3
Utp11	UTP11
Ap2m1	AP2M1
Snord88a	SNORD88A
Snord88a	SNORD88B
Selp	SELP
Gm24737	RNU6-274P
Rab13	RAB13
Vmn1r4	VN1R5
Tmem169	TMEM169
Gm23546	SNORA48
Gm23546	SNORA48B
Actbl2	ACTBL2
Vmn1r49	VN1R5
Gm26337	SNORD115-15
Gm26337	SNORD115-14
Gm26337	SNORD115-6
Gm26337	SNORD115-32
Gm26337	SNORD115-38
Gm26337	SNORD115-39
Gm26337	SNORD115-30
Gm26337	SNORD115-34
Gm26337	SNORD115-42
Gm26337	SNORD115-24
Gm26337	SNORD115-8
Gm22205	SNORD114-26
Trav6d-6	TRAV9-2
Gm24040	SNORD115-15
Gm24040	SNORD115-14
Gm24040	SNORD115-6
Gm24040	SNORD115-32
Gm24040	SNORD115-38
Gm24040	SNORD115-39
Gm24040	SNORD115-30
Gm24040	SNORD115-34
Gm24040	SNORD115-42
Gm24040	SNORD115-24
Gm24040	SNORD115-8
Sec16b	SEC16B
Sept6	SEPT6
Cep57l1	CEP57L1
Gm23143	RNU5D-1
Pfdn2	PFDN2
Gm23682	SNORD115-15
Gm23682	SNORD115-14
Gm23682	SNORD115-6
Gm23682	SNORD115-32
Gm23682	SNORD115-38
Gm23682	SNORD115-39
Gm23682	SNORD115-30
Gm23682	SNORD115-34
Gm23682	SNORD115-42
Gm23682	SNORD115-24
Gm23682	SNORD115-8
Astn1	ASTN1
Hdgf	HDGF
1600015I10Rik	AOC1
Fcer1a	FCER1A
Gm23712	RNU6-14P
Cd79a	CD79A
Eif4e1b	EIF4E1B
Gm22354	SNORD58B
Mafk	MAFK
Gm23677	RNU6-219P
Nphs2	NPHS2
P2rx7	P2RX7
Dtx1	DTX1
Gm26480	RN7SKP4
Gm26480	RN7SKP1
Gm26480	RN7SKP65
Gm23538	RNU6-57P
Gm23538	RNU6-1125P
Gm22622	SNORA44
C1qtnf1	C1QTNF1
Tulp1	TULP1
Gm24776	RNU6-589P
Btbd7	BTBD7
Mga	MGA
Pigk	PIGK
Snord72	SNORD72
Gm25089	SNORD115-15
Gm25089	SNORD115-14
Gm25089	SNORD115-6
Gm25089	SNORD115-32
Gm25089	SNORD115-38
Gm25089	SNORD115-39
Gm25089	SNORD115-30
Gm25089	SNORD115-34
Gm25089	SNORD115-42
Gm25089	SNORD115-24
Gm25089	SNORD115-8
Olfr319	OR2AK2
F5	F5
Mir188	MIR188
Scarb1	SCARB1
Glrx5	GLRX5
Vldlr	VLDLR
Ahdc1	AHDC1
Pole	POLE
Zfp207	ZNF207
Slc39a9	SLC39A9
Gm22776	SNORD116-9
Gm22776	SNORD116-7
Gm22776	SNORD116-1
Gm22776	SNORD116-4
Gm22776	SNORD116-8
Gm22776	SNORD116-2
Gm22776	SNORD116-6
Gm22776	SNORD116-5
Gm22776	SNORD116-3
Trav16n	TRAV19
Mir145a	MIR145
Tpm3	TPM3
Snora30	SNORA30B
Snora30	SNORA37
Olfr193	OR5H15
Olfr193	OR5H6
Olfr193	OR5H8
Olfr193	OR5H2
Arl11	ARL11
Atxn7l2	ATXN7L2
Cdk2ap2	CDK2AP2
Gm23867	RN7SKP46
Ttll10	TTLL10
Vmn1r14	VN1R5
Zfp608	ZNF608
Dmap1	DMAP1
Ero1l	ERO1A
Asb17	ASB17
Ifngr1	IFNGR1
Fam222a	FAM222A
Pigh	PIGH
Gm23423	RNU6-649P
Exo1	EXO1
Cpa1	CPA1
Gm23895	RNU1-125P
Rhbdl2	RHBDL2
Tmem233	TMEM233
Olfr331	OR2T4
Olfr331	OR2T5
Olfr331	OR2T29
Stk17b	STK17B
Lyrm2	LYRM2
Gm25970	SNORD127
Ndufa2	NDUFA2
Gm25177	RNU4-20P
Lpar4	LPAR4
Gm27944	RNU6-1230P
Gm23971	RNU2-64P
Gm23971	RNU2-1
Slc9a1	SLC9A1
Gm23141	SNORD116-9
Gm23141	SNORD116-7
Gm23141	SNORD116-1
Gm23141	SNORD116-4
Gm23141	SNORD116-8
Gm23141	SNORD116-2
Gm23141	SNORD116-6
Gm23141	SNORD116-5
Gm23141	SNORD116-3
Pdc	PDC
Mtnr1a	MTNR1A
Snord1b	SNORD1C
Trav5-1	TRAV13-1
Mtf1	MTF1
Gm22365	RNU5F-6P
Gm22365	RNU5B-6P
Zfp94	ZNF45
Gm23121	RNU1-75P
Cylc2	CYLC2
Gm22567	RN7SL757P
Gm22567	RN7SL735P
Gm22567	RN7SL654P
Gm22567	RN7SL113P
Gm22567	RN7SL37P
Gm22567	RN7SL659P
Gm22567	RN7SL104P
Gm22567	RN7SL794P
Gm22567	RN7SL808P
Gm22567	RN7SL737P
Gm22567	RN7SL172P
Gm22567	RN7SL791P
Gm22567	RN7SL328P
Gm22567	RN7SL607P
Gm22567	RN7SL288P
Gm22567	RN7SL577P
Gm22567	RN7SL487P
Gm22567	RN7SL441P
Gm22567	RN7SL479P
Gm22567	RN7SL807P
Gm22567	RN7SL322P
Gm22567	RN7SL678P
Gm22567	RN7SL325P
Gm22567	RN7SL254P
Gm22567	RN7SL251P
Gm22567	RN7SL623P
Prss23	PRSS23
Gm23098	RN7SKP244
Mir9-2	MIR9-2
D8Ertd738e	C19orf53
Ica1l	ICA1L
Gm25617	SNORA17A
Nsun2	NSUN2
Cers5	CERS5
Vmn1r36	VN1R5
Etv3	ETV3
Gm25804	SNORA73B
Gm25804	SNORA73A
Apcs	APCS
Fkbp5	FKBP5
Gm22286	RNU6-47P
Trav11	TRAV10
Muc4	MUC4
Flg2	FLG2
Hes2	HES2
Gm22417	SNORD116-9
Gm22417	SNORD116-7
Gm22417	SNORD116-1
Gm22417	SNORD116-4
Gm22417	SNORD116-8
Gm22417	SNORD116-2
Gm22417	SNORD116-6
Gm22417	SNORD116-5
Gm22417	SNORD116-3
Olfr180	OR5K4
Gm23567	RNU6-713P
Zfp648	ZNF648
Gm27826	RN7SL73P
Stac2	STAC2
Fancg	FANCG
Plk2	PLK2
Trbv15	TRBV12-3
Trbv15	TRBV12-4
Kcnk1	KCNK1
Gm25404	RNU6-41P
Ddi2	RSC1A1
Bcl2a1a	BCL2A1
Trav9d-3	TRAV8-1
Gm24943	RPPH1-3P
Gm24943	RPPH1
Disc1	DISC1
Gatad2b	GATAD2B
Gm22285	SNORD116-9
Gm22285	SNORD116-7
Gm22285	SNORD116-1
Gm22285	SNORD116-4
Gm22285	SNORD116-8
Gm22285	SNORD116-2
Gm22285	SNORD116-6
Gm22285	SNORD116-5
Gm22285	SNORD116-3
Plekhh1	PLEKHH1
Pbxip1	PBXIP1
Mepe	MEPE
Gm23076	SNORD115-15
Gm23076	SNORD115-14
Gm23076	SNORD115-6
Gm23076	SNORD115-32
Gm23076	SNORD115-38
Gm23076	SNORD115-39
Gm23076	SNORD115-30
Gm23076	SNORD115-34
Gm23076	SNORD115-42
Gm23076	SNORD115-24
Gm23076	SNORD115-8
Rnu1b6	RNVU1-3
Rnu1b6	RNVU1-4
Gm22767	SCARNA1
Cln6	CLN6
Gm23308	RNU6-518P
Gm23308	RNU6-54P
Wwox	WWOX
Tiprl	TIPRL
Prpf3	PRPF3
Serinc5	SERINC5
Sccpdh	SCCPDH
Scara3	SCARA3
C8g	C8G
Vmn1r8	VN1R5
Gm24074	RN7SKP58
Gm24074	RN7SKP59
Gm22756	RNU6-2
Olfr304	OR14A2
Dennd4b	DENND4B
Erich4	ERICH4
Rcc1l	RCC1L
Gm22607	RNU6-437P
Gm22607	RNU6-1238P
Gm22607	RNU6-264P
Gm22607	RNU6-760P
Fut9	FUT9
Ergic2	ERGIC2
Gm22193	SNORD111B
Tcf25	TCF25
Gnai3	GNAI3
Xpo5	XPO5
Kbtbd2	KBTBD2
Gm26938	TMEM184A
Mirlet7a-1	MIRLET7A1
Fbxw8	FBXW8
Gm25464	RNU6-1167P
Xpr1	XPR1
Cyth1	CYTH1
Mip	MIP
Gm27995	RNU6-1317P
Gm27995	RNU6-128P
Gm25805	RNU6-695P
B3galt4	B3GALT4
Lalba	LALBA
Xcl1	XCL2
Xcl1	XCL1
Gm25085	SNORD115-15
Gm25085	SNORD115-14
Gm25085	SNORD115-6
Gm25085	SNORD115-32
Gm25085	SNORD115-38
Gm25085	SNORD115-39
Gm25085	SNORD115-30
Gm25085	SNORD115-34
Gm25085	SNORD115-42
Gm25085	SNORD115-24
Gm25085	SNORD115-8
Gm24962	RNU6-1224P
Ece2	EEF1AKMT4-ECE2
Ece2	ECE2
Il17rb	IL17RB
Gm24261	RNU6-48P
Exd2	EXD2
Gm22101	RNU6-645P
Ndufaf4	NDUFAF4
Hapln2	HAPLN2
Snora68	SNORA68
Gm26151	RNU7-126P
Gm22235	RNU6-1281P
Ighv7-2	IGHV3-72
Ighv7-2	IGHV3-73
Pfkm	PFKM
Zadh2	ZADH2
Acadm	ACADM
Map3k21	MAP3K21
Selenok	SELENOK
Ceacam15	CEACAM21
Ceacam15	CEACAM4
Gucy1b1	GUCY1B1
Nectin4	NECTIN4
Unc93a2	UNC93A
Sp100	SP140
Gm26418	SNORA10
Gm26418	SNORA10B
Pygm	PYGM
Papd4	TENT2
Gm26479	RNU6-137P
Gm26479	RNU6-530P
Gm26479	RNU6-1270P
Gm23301	SNORD58A
Sp5	SP5
Kif3a	KIF3A
Gm28051	GON7
Rdh16f2	RDH16
Ssr3	SSR3
Rnf20	RNF20
Sbno1	SBNO1
Gm22645	RNU6-539P
Usp45	USP45
Pld5	PLD5
	OR5BS1P
Gm26438	RNY1P2
Gm26438	RNY1P13
Gm26330	SNORD46
Gm23278	SNORA48
Gm23278	SNORA48B
Slc8a1	SLC8A1
Unc13b	UNC13B
Gm22157	RNU6-1165P
Snora78	SNORA78
Clu	CLU
Gm23981	RNU6-408P
Gm23981	RNU6-871P
Gm25878	SNORD12C
B3galt6	B3GALT6
Commd1	COMMD1
Gm25735	RN7SL73P
Gm24241	SNORA79
Lekr1	LEKR1
Gm27353	MIR628
Stat2	STAT2
Ttc24	TTC24
Trbv3	TRBV2
Mir34c	MIR34C
Trdv2-2	TRAV38-1
Trdv2-2	TRAV38-2DV8
Gm24919	RNU6-1215P
Gm24919	RNU6-839P
Gm24919	RNU6-169P
Mpp5	MPP5
Gm22433	SCARNA14
Olfr721-ps1	OR2T2
Olfr721-ps1	OR2T35
Gm23134	MIR708
Gm25454	RN7SKP183
Snx31	SNX31
Trav7d-5	TRAV12-1
Trav7d-5	TRAV12-2
Trav7d-5	TRAV12-3
Snora81	SNORA81
Rbms2	RBMS2
Gm22977	RNU6-1060P
Gm25265	RN7SKP194
Gpr63	GPR63
Gm25831	RNU1-24P
Ppp1r12c	PPP1R12C
Phf7	PHF7
Gm23356	SNORD115-15
Gm23356	SNORD115-14
Gm23356	SNORD115-6
Gm23356	SNORD115-32
Gm23356	SNORD115-38
Gm23356	SNORD115-39
Gm23356	SNORD115-30
Gm23356	SNORD115-34
Gm23356	SNORD115-42
Gm23356	SNORD115-24
Gm23356	SNORD115-8
Gm22606	RNU6-918P
Mir592	MIR592
Pycard	PYCARD
Olfr31	OR2T1
Tmem132c	TMEM132C
Taok3	TAOK3
Msh5	MSH5-SAPCD1
Msh5	MSH5
Rasgrf1	RASGRF1
Cadm3	CADM3
Gm25229	SNORD115-15
Gm25229	SNORD115-14
Gm25229	SNORD115-6
Gm25229	SNORD115-32
Gm25229	SNORD115-38
Gm25229	SNORD115-39
Gm25229	SNORD115-30
Gm25229	SNORD115-34
Gm25229	SNORD115-42
Gm25229	SNORD115-24
Gm25229	SNORD115-8
Dap3	DAP3
Gm24436	RN7SKP209
Gm24083	MIR191
Edem3	EDEM3
Rc3h1	RC3H1
St6galnac3	ST6GALNAC3
Pik3r4	PIK3R4
Fam92b	FAM92B
Gm23859	RNU7-126P
Trbv29	TRBV28
Klhl36	KLHL36
Mex3d	MEX3D
Irgc1	IRGC
Gnpnat1	GNPNAT1
Gm24871	RNU5E-1
Gm24871	RNU5E-4P
Vps52	VPS52
Flt3l	FLT3LG
Ighv7-3	IGHV3-72
Ighv7-3	IGHV3-73
Gm26323	RN7SKP240
Hdgfl2	HDGFL2
Triap1	TRIAP1
Gm25776	SNORA79
Slc25a47	SLC25A47
Vps72	VPS72
Mir103-1	MIR103A1
Rdh19	RDH16
Cmya5	CMYA5
Dnaja3	DNAJA3
Gm22149	SNORA17A
Svop	SVOP
Nexn	NEXN
Psma5	PSMA5
H2-Ke6	HSD17B8
Zscan10	ZSCAN10
Gm27854	RN7SL73P
Abcb8	ABCB8
Snord14e	SNORD14E
Gm22270	SNORA66
Tmigd1	TMIGD1
Vangl2	VANGL2
Mir345	MIR345
Gm26132	SNORA57
Gm24875	RNU6-81P
Gm24875	RNU6-377P
Gm24875	RNU6-68P
Fermt2	FERMT2
Gm22077	SNORD83A
Gm22909	SNORD115-15
Gm22909	SNORD115-14
Gm22909	SNORD115-6
Gm22909	SNORD115-32
Gm22909	SNORD115-38
Gm22909	SNORD115-39
Gm22909	SNORD115-30
Gm22909	SNORD115-34
Gm22909	SNORD115-42
Gm22909	SNORD115-24
Gm22909	SNORD115-8
Ccnb2	CCNB2
1700016C15Rik	C1orf100
Kifc3	KIFC3
Gm26446	RNU6-81P
Gm26446	RNU6-377P
Gm26446	RNU6-68P
Nop9	NOP9
Gm25307	RNU6-159P
Vti1b	VTI1B
Gm22537	RN7SKP60
Olfr183	OR5H15
Olfr183	OR5H6
Olfr183	OR5H8
Olfr183	OR5H2
Ipo13	IPO13
Srrm4	SRRM4
Rfc5	RFC5
Gm25656	RNU7-126P
Kdf1	KDF1
Ppp1r1b	PPP1R1B
Gm25080	RNU6-774P
Gm23265	SNORD116-9
Gm23265	SNORD116-7
Gm23265	SNORD116-1
Gm23265	SNORD116-4
Gm23265	SNORD116-8
Gm23265	SNORD116-2
Gm23265	SNORD116-6
Gm23265	SNORD116-5
Gm23265	SNORD116-3
Gm22851	SNORD116-9
Gm22851	SNORD116-7
Gm22851	SNORD116-1
Gm22851	SNORD116-4
Gm22851	SNORD116-8
Gm22851	SNORD116-2
Gm22851	SNORD116-6
Gm22851	SNORD116-5
Gm22851	SNORD116-3
Anp32a	ANP32D
Zfp108	ZNF233
Gatc	GATC
Gm26402	RNU6-1326P
Gm24872	SNORD115-15
Gm24872	SNORD115-14
Gm24872	SNORD115-6
Gm24872	SNORD115-32
Gm24872	SNORD115-38
Gm24872	SNORD115-39
Gm24872	SNORD115-30
Gm24872	SNORD115-34
Gm24872	SNORD115-42
Gm24872	SNORD115-24
Gm24872	SNORD115-8
Gm25483	SNORA73B
Gm25483	SNORA73A
Gm24666	RNU2-55P
Gm23624	RN7SKP176
Rnasel	RNASEL
Trappc9	TRAPPC9
Trbv16	TRBV12-5
Actr8	ACTR8
Gm24727	SNORA48
Gm24727	SNORA48B
Gm28872	RNU11-3P
Gm28872	RNU11-6P
Mmp13	MMP13
Actn1	ACTN1
Dcaf6	DCAF6
Ppp3r2	PPP3R2
Itpripl2	ITPRIPL2
Gm22897	SCARNA4
Smg9	SMG9
Sorcs3	SORCS3
Psmg3	PSMG3
Gm22257	RN7SKP227
Tbc1d17	TBC1D17
Dohh	DOHH
Mydgf	MYDGF
Rnpc3	RNPC3
Trav6-5	TRAV9-1
Htr2b	HTR2B
Rnaset2a	RNASET2
Eef1b2	EEF1B2
Gm22500	RNU6-257P
Gm22479	RNU4-72P
Mas1	MAS1
Srf	SRF
Pex7	PEX7
Gm22498	SNORD86
Setd3	SETD3
Plekhd1	PLEKHD1
Snord68	SNORD68
Thg1l	THG1L
Fblim1	FBLIM1
Zbtb38	ZBTB38
Gm22111	SNORD115-15
Gm22111	SNORD115-14
Gm22111	SNORD115-6
Gm22111	SNORD115-32
Gm22111	SNORD115-38
Gm22111	SNORD115-39
Gm22111	SNORD115-30
Gm22111	SNORD115-34
Gm22111	SNORD115-42
Gm22111	SNORD115-24
Gm22111	SNORD115-8
Fzd4	FZD4
Mical1	MICAL1
Eif4ebp3	EIF4EBP3
Dytn	DYTN
Tmem222	TMEM222
Gm26504	SNORD116-9
Gm26504	SNORD116-7
Gm26504	SNORD116-1
Gm26504	SNORD116-4
Gm26504	SNORD116-8
Gm26504	SNORD116-2
Gm26504	SNORD116-6
Gm26504	SNORD116-5
Gm26504	SNORD116-3
Tmtc1	TMTC1
Zfp605	ZNF605
Inip	INIP
Gm23829	RN7SKP277
Bcl2a1d	BCL2A1
Ccnt2	CCNT2
Gm24452	SNORD27
Vmn1r22	VN1R5
Cacna2d3	CACNA2D3
Gm25634	RNU6-383P
Lhx4	LHX4
Gm24027	SNORD115-15
Gm24027	SNORD115-14
Gm24027	SNORD115-6
Gm24027	SNORD115-32
Gm24027	SNORD115-38
Gm24027	SNORD115-39
Gm24027	SNORD115-30
Gm24027	SNORD115-34
Gm24027	SNORD115-42
Gm24027	SNORD115-24
Gm24027	SNORD115-8
Dock7	DOCK7
Ppp1r3b	PPP1R3B
Gm26488	SNORD115-15
Gm26488	SNORD115-14
Gm26488	SNORD115-6
Gm26488	SNORD115-32
Gm26488	SNORD115-38
Gm26488	SNORD115-39
Gm26488	SNORD115-30
Gm26488	SNORD115-34
Gm26488	SNORD115-42
Gm26488	SNORD115-24
Gm26488	SNORD115-8
Ptk7	PTK7
Wdr64	WDR64
Olfr90	OR2H2
Ndufs1	NDUFS1
Aldh16a1	ALDH16A1
Tdo2	TDO2
Lgals3bp	LGALS3BP
Ik	IK
Snord73a	SNORD73A
Gapvd1	GAPVD1
Zfp831	ZNF831
1700025G04Rik	C1orf21
Gpr88	GPR88
Mir423	MIR423
Ibsp	IBSP
Olfr414	OR6Y1
Ctsz	CTSZ
Gm25043	RPPH1-3P
Gm25043	RPPH1
Gcnt3	GCNT3
